type,index,true,pred,confidence,text
FP,12277,0,1,1.5904594965639807,Youth electrocuted in Khulna  | http://t.co/3EnyNdXpPm https://t.co/GQpi7jMKan via @sharethis
FP,4410,0,1,1.5619306634699694,"More than 3x as many black women die from childbirth.

More and more women are now dying in childbirth, but only in America https://t.co/e59aRTz8X9 https://t.co/DavPKnLywL"
FP,10912,0,1,1.440066605325517,Me watching Law &amp; Order (IB: @sauldale305) (Vine by @NaturalExample) https://t.co/tl29LnU44O
FP,9900,0,1,1.4287811107520887,Leader of #Zionism STOP BURNING #Babies  https://t.co/6xYsDN2Xz0
FP,1029,0,1,1.422714903385915,"INFLUENZA&gt;CORONAVIRUS: While hospitals across the country prepare for the novel coronavirus, doctors say their biggest challenge right now is influenza: https://t.co/CeOaqEsO7y"
FP,4968,0,1,1.3704838594584028,"President Trump says National Guard activated to help New York, California and Washington state amid coronavirus pandemic https://t.co/UwXxbCU8xZ https://t.co/2DCN7D61EG"
FP,14878,0,1,1.3551661744053654,Whereas Jez will obliterate the national debt - and give lots of new benefits - by simply printing money! Genius! https://t.co/ReffbkVG9R
FP,14563,0,1,1.3502327979182804,Trump says his administration will start withholding funds from sanctuary cities after court ruling https://t.co/0mN7DQSGpJ https://t.co/ko3vV7ggHW
FN,7454,1,0,0.0003390838807119795,@seanhannity @ScottWalker yeah just who we need another middle class hating republican out to get hard working cops fire fighters teachers
FN,12970,1,0,0.0022087608998642566,i drowned in the kiddie pool and i lost my ploppy
FN,7087,1,0,0.003335253905469529,Budget? Oh I am in trouble... but yes I would agree. #VarageSale  @Candace_Dx
FN,10498,1,0,0.006885235314615629,On plus side LOOK AT THE SKY LAST NIGHT IT WAS ABLAZE http://t.co/qqsmshaJ3N
FN,12022,1,0,0.008005147591130565,"The state of Oregon is  hoping  to get 5,000 volunteers for a program that tracks every mile you drive and then charges your credit card for every mile driven. The kicker is that this program might cost more than it takes in because the vendor takes 40% of the profits.  I d like to know how much the device costs the taxpayers and if they ve already purchased 5,000. Then there s the privacy issue when the state tracks your every move. Oregon is using an experimental program to become the first state to tax drivers based on the miles they travel on state roads rather than the gas they purchase.The voluntary program, called OReGo, is designed to capture taxes from hybrid and electric car drivers who have been able to skirt gas taxes.Oregon s Department of Transportation is hoping to get 5,000 people to volunteer to install a small device under their steering wheels that will track their mileage and charge drivers  credit cards one and a half pennies for each mile driven, Fox News reported Friday.Transportation officials say the growing numbers of electric and hybrid cars has left the gas tax flat and unable to fund road maintenance. We re trying to make up for a growing deficit, really, because inflation s eating away at our ability to buy asphalt and rebar and the things we need to maintain the roads,  Tom Fuller of the Oregon Department of Transportation told Fox News.Oregon was the first state to impose a gas tax in 1919. That tax has now reached 30 cents per gallon.Some Oregon drivers want the program to go national to make the tax more fair for all drivers. I ve been free-loading on the highways for 20 years driving electric cars or hybrid cars, getting at least 40 miles to the gallon. So I haven t been paying my fair share,  said Oregon resident David Hastings, Fox reported.But others are raising questions about privacy. Two of the three OReGO systems track and store a car s every move. To put a GPS monitor in everybody s car, the government already knows too much about us as it is,  said Jeff Kruse, a Republican lawmaker, Fox reported.There is also growing concern about the cost of the program. OReGO vendors will collects up to 40 cents of every dollar drivers are charged, and green car drivers could be in for some serious sticker shock every month.Read more: WT"
FN,4081,1,0,0.009683838897116298,Windstorm board OKs rate hike before change http://t.co/AI6kwOrBbT #politics #txlege #twia
FN,10404,1,0,0.011077032369912795,"The media will ignore the fact that this man was reportedly on his way to  harm gays  or that he appears to be a Bernie Sanders supporter. The media and Democrats will instead, be laser focused on the weapons and ammunition that were found in his possession. Democrats and other gun-control fanatics should be reminded that they are just inanimate objects until they end up in the hands of unstable Bernie Sanders supporters Authorities on Sunday were trying to determine the intentions of an Indiana man with a cache of weapons, ammunition and explosive-making materials in his car and apparent plans to attend the L.A. Pride festival in West Hollywood.Santa Monica Police Chief Jacqueline Seabrooks said on Twitter that the 20-year-old man told one of her officers after he was arrested that he wanted  to harm Gay Pride event.  But she did not provide any details, and officials said they are still trying to sort out his motives.Police identified him as James Wesley Howell of Indiana. A Facebook page for someone with the same name in Indiana shows a young man posing next to a white Acura with the same license plate as the car searched in Santa Monica for the weapons and explosives.At a news conference Sunday afternoon, police stressed they were still trying to figure out what Howell planned to do with the weapons.Howell s friend and fellow car club member Joseph Greeson, 18, said Howell didn t harbor any ill will toward gays or lesbians.Greeson said Howell s family in Jeffersonville hadn t seen him for days and that his parents had called Greeson s parents looking for him.He added that Howell was known to have a gun collection.According to Indiana court records, Howell was charged in October 2015 with intimidation and felony pointing a firearm at another person. On April 19, Howell pleaded guilty to misdemeanor intimidation, and prosecutors dropped the pointing a firearm charge. Court records show he was sentenced to a year in state prison and placed on probation. Under the deal, He agreed to forfeit all weapons during his term of probation.Oct 21, 2015- Around 11:17 p.m. Thursday, Oct. 15, Charlestown Police Department officers were dispatched to Winthrop Drive to investigate a report of James W. Howell, 19, pointing a gun at his neighbors, according to a police report.When the officers arrived, the neighbors pointed out Howell, who was then handcuffed until the officers could determine the nature of the allegations. While doing so, one officer noticed a Smith and Wesson handgun sticking out of the back waistband of his pants, which the officer secured in his car.One of the neighbors who reportedly had the gun pointed at him told officers he, his wife and several other neighbors and friends had been sitting on the porch having beers and discussing his cat being poisoned several months ago. At that point, a woman who lives at Howell s residence with her husband, who was on the porch, came around from the back of the house yelling that they were talking about her and calling her names. An argument ensued between the woman and the complainant, and Howell went into his residence and returned with a gun, witnesses said.The complainant said Howell pointed the gun at him and his wife, who said she would call the police. Howell withdrew the gun and went into the house.The officers said that the other complainants and witness stories were consistent and none seemed intoxicated. Two of them referred to an incident earlier in the day in which Howell had pointed his gun at his boyfriend. A report was taken after this incident as well. James is going to get someone hurt,  one witness said.  He needs to stop pointing guns at people. Federal and local law enforcement decided against canceling the annual parade, which went forward Sunday morning under tightened security. Investigators are now trying to piece together what happened but said they don t believe there is any connection between the incident and the massacre at a gay nightclub in Orlando, Fla., that killed at least 50 people overnight.Early Sunday, Santa Monica police received a call about a suspected prowler who was knocking on a resident s door and window about 5 a.m. in the 1700 block of 11th Street, Santa Monica police said. Patrol officers responded and encountered Howell, who was sitting in a car registered in Indiana, police said. Officers inspected the car and found three assault rifles, high-capacity ammunition and a five-gallon bucket containing  chemicals capable of forming an improvised explosive device,  police said.A law enforcement source who spoke on condition of anonymity said the contents of the bucket included tannerite, an ingredient that could be used to create a pipe bomb. The maker of the material said that was not the case and that it can only be detonated by high-velocity impact such as a bullet strike. But tannerite is known as a material used in the construction of other types of explosive devices.The source, who was not authorized to speak publicly about the ongoing investigation, said authorities also found camouflage clothing in the car.Los Angeles County sheriff s officials said the suspect told police he was going to the Pride parade to look for a friend. Authorities were looking for that individual.Santa Monica police spokesman Saul Rodriguez said detectives are  not aware of what the suspect s intentions were at this point. Santa Monica police continued to search the suspect s white Acura on Sunday morning. All four of the car s doors were open and a green blanket, red gasoline canister and several other smaller items were being piled on the sidewalk next to it. The car s license plate included a symbol of the National Rifle Assn. on the left side and the bottom said,  Teaching Freedom. A Facebook page for Howell said he attended high school in Louisville, Ky., and lives in Jeffersonville, Ind., where he works for an air filtration company. A car enthusiast, Howell posted numerous photographs of the Acura along with a couple of videos taken from inside cars. Another 10-second video includes gunfire, with shots striking grass.Here is the comment James Wesley Howell made under the pro-Bernie Sanders meme:The site includes political posts, including one in which he compares Hillary Clinton to Adolf Hitler. In another, he repeats conspiracy theories that the government was behind notorious terrorist attacks, including Sept. 11, 2011. That post shares a video claiming that last year s terror attack on the Paris offices of the satirical magazine Charlie Hebdo was a hoax and attributable to the  New World Order. They found him with weapons that were very disconcerting,  said one source, adding officials are  taking the appropriate safety precautions. One source in West Hollywood said there was discussion of calling off the parade but that officials decided to go forward, with heavy security including undercover officers in the crowd. Via: LA Times "
FN,10251,1,0,0.01345736008041798,"Good for her lol
http://t.co/K9cD0EFVuT"
FN,14795,1,0,0.016517201271265283,"This is shocking but once you remember what this lawyer is all about it fits. Former U.S. Attorney for the Southern District of New York Preet Bharara is joining CNN as a senior legal analyst, a CNN spokesman said on Thursday.CLINTON FIRED U.S. ATTORNEYS BUT TRUMP TAKES HEAT FOR BEING FORCED TO FIRE BHARARA!Bharara forced President Trump to fire him! The U.S. Attorney was fired in March by President Donald Trump, after refusing to resign his post when asked to do so by U.S. Attorney General Jeff Sessions. Bharara joins CNN, a unit of Time Warner Inc, at a time when the cable network faces numerous accusations of being  fake news  from President Trump on Twitter.CNN declined to give further details on Bharara joining the network.Remember how he went after Dinesh D Souza? He is a ruthless and a very deceitful guy. The first thing that s highlighted inside my case file is  I m a conservative . This should be completely irrelevant in the decision whether to prosecute me. It should be beside the point. But of course in Bharara s case it was the point. This was a political prosecution conducted by Bharara as a henchman for the Obama administration. And so for me this is actually kind of nice. When I was in confinement, Bharara was laughing. Now that he s unemployed, I m kinda laughing. The former U.S. Attorney also launched a weekly podcast called  Stay Tuned with Preet  on WNYC, which aired the first episode on Wednesday. Bharara detailed the story of his firing for the first time, including how President Trump initially asked him to remain in his post after the election, and also spoke with former CIA Director Leon Panetta in the episode.Bharara may also address the circumstances of his firing in a book he is expected to publish in January 2019 with publisher Alfred A. Knopf.Shortly after his firing in March, Bharara joined New York University Law School as a distinguished scholar in residence. He said in a statement he will use the opportunity to address issues such as honest government, corporate accountability and criminal and social justice. Read more: Reuters"
FN,480,1,0,0.018229156475929945,@RockBottomRadFM Is one of the challenges on Tough Enough rescuing people from burning buildings?
FN,6895,1,0,0.018654055872852612,"On February 25, 1994, Israeli-Zionist terrorist Barch Goldstein walked into the Ibrahimi Mosque in the Palestinian city of Khalil (Hebron) and executed 29 kneeling Palestinian worshipers and wounded another 129. Soon after, protests broke out in the city and at least 20 more Palestinians were killed by Israeli soldiers guarding the illegal Jewish settlers Israel implanted in the city. Israel also imposed a permanent closure on Al-Shuhada Street, once a bustling strip of Palestinian businesses. The street is the main road leading to the Tomb of the Patriarchs and today, only Jewish Israelis are allowed access to the street, turning the area, which was once the heart of the city, into a virtual ghost town.As Palestinians mark 22 years since the massacre at the mosque and the closure of Al-Shuhada Street, Amnesty International is calling on Israel to lift their military restrictions and collective punishment of Palestinians, a war crime under international law: Since October 2015, as violence in the Occupied Palestinian Territories (OPT) and Israel has surged, the Israeli authorities have drastically increased the arbitrary and discriminatory restrictions on movement imposed on Palestinians in and around Hebron s Old City, declaring parts of it a  closed military zone.  This has further entrenched and exacerbated a pattern of long-standing violations of the rights to freedom of movement, work, health and education of Palestinians in Hebron, especially tens of thousands residing or working in or near the Old City. The arbitrary and discriminatory restrictions, which are not applied to the Israeli Jews living in the illegal settlements in and around the city, constitute collective punishment and violate international humanitarian law. Furthermore, Palestinian and international human rights defenders, including monitors, have been prevented from accessing the areas of al-Shuhada Street and el Rumeida, and are constantly harassed by Israeli forces and settlers. In typical fashion of tyrannical states, Israel has also attacked human rights activists who have protested Israel s brutal policies toward the Palestinians. Amnesty International states: International activists and human rights defenders, who have played a crucial role for many years in documenting Israeli violations against Palestinians living in Hebron, have also been harassed and attacked by Israeli forces and settlers, and prevented from entering the area designated a closed military zone. Activists from the International Solidarity Movement (ISM) told Amnesty International in October that Israeli settlers had physically attacked them frequently, including in the presence of Israeli forces, who did not act to stop the attacks. The ISM also reported that the Israeli police arrested two international activists on 3 November 2015 at the request of Israeli soldiers at a checkpoint the two activists were observing. The two were released, ISM said, when they agreed to leave the city for a week despite the Israeli police telling them there was  no evidence  against them. The report ends by pointing to Israel s colonies or what are typically referred to as settlements, which are illegal under international law, as the main source of tension in the area. Israel has built colonies and an infrastructure exclusively for Jews, stealing Palestinian land and then killing them when they resist Israel s Orwellian experiment. Amnesty International states:  The presence of illegal settlements in and around Hebron is both the cause of the long-standing human rights crisis in the city, and the primary reason for the escalating violence seen there in recent months. The settlements were established in violation of international law, their presence has resulted in grave violations of Palestinians  human rights over many years, and Israel s settlement policy is a war crime under the Rome Statute of the International Criminal Court. Instead of continuing the discriminatory measures and actions that compound an illegal situation and violate Palestinians  human rights, Israel must evacuate the Israeli civilians living in the illegal settlements in and around Hebron, as well as elsewhere in the OPT. To get an idea what Palestinians go through on a daily basis, see the video below:[youtube https://www.youtube.com/watch?v=Ygi Mnys24] Featured image via video screen capture."
FN,6782,1,0,0.01890630752392765,Photoshop CS6 Crash Course http://t.co/cVGJFPBtrn #course http://t.co/UgYeGkFs4x
FN,1906,1,0,0.019624638219013224,"Orlando, FL   The 45th President of the United States, Donald Trump, made a point during the busy inauguration time to call the husband of fallen Orlando Lieutenant Debra Clayton. Lt. Clayton was violently gunned down after making contact with wanted murderer, Markeith Loyd. After a week-long manhunt Loyd was taken into custody.According to WKMG, Lt. Debra Clayton s husband received a phone call from President-elect Donald Trump in the days after her death. Florida State Attorney General Pam Bondi said on Wednesday that Trump and Seth (Clayton s husband) had a  brief, very touching, private conversation between two husbands.  Lt. Debra Clayton left behind a devoted family and many relationships in the Orlando community.Lt. Debra Clayton was laid to rest during a three-hour funeral service, at the First Baptist Church of Orlando. Orlando Police Chief John Mina posthumously promoted (Master Sergeant) Clayton to the rank of Lieutenant. The crowd stood to its feet in applause.Read more: Blue Lives Matter"
FN,1751,1,0,0.022393439581977703,i be on that hotboy shit
FN,5952,1,0,0.025230669067785136,"Dems Panic In 5 4 3 2 1 Donald Trump s presidential campaign started recruiting  election observer  volunteers late Friday, after the Republican nominee claimed the only way he would lose Pennsylvania is  if cheating goes on  in  certain areas .The application form on the campaign website links directly to a page soliciting campaign donations with the text:  I AM YOUR VOICE.  Trump repeated claims at a Friday night rally, without evidence, that he fears a  rigged  election perpetrated in part by voter fraud.No Republican candidate for president has won Pennsylvania since 1988, and in 2012 the state s then Republican government, in court over a voter ID law, admitted in legal papers that its lawyers knew of no instances of in-person voter fraud in the state. The law was struck down in 2014.Despite this, Trump warned that Pennsylvania voters needed monitoring.  We re gonna watch Pennsylvania,  he said on Friday.  Go down to certain areas and watch and study and make sure other people don t come in and vote five times. The only way we can lose, in my opinion   and I really mean this, Pennsylvania   is if cheating goes on. I really believe it. So I hope you people can sort of not just vote on the 8th   go around and look and watch other polling places and make sure that it s 100% fine,  he added.Election observers are not unusual and are often relied on to field complaints and concerns from voters. Depending on state law, campaign representatives may be barred from the role. In Pennsylvania, only election officials, certified poll watchers or qualified voters with valid reasons can bring challenges on the grounds of identity or residence, according to the Advancement Project, a civil rights group.The state s election code states that a voter  shall have the right to cast his or her vote: without the use or threat of force, violence or restraint; without the infliction or threat of infliction of injury; without any intimidation or coercion upon or against his or her person; or without any other action intended to deny any individual s right to vote.    Guardian "
FN,13428,1,0,0.027494938801745958,"21st Century Wire says Although he had some great ideas on the campaign trail, still expect the war hawks and Israeli Lobby instruments like John Bolton, Tom Cotton, and Rudy Giuliani to gradually nudge the new President and his administration, in a concerted attempt to try and reshape Trump s relatively common sense campaign foreign policy directives  Kristina Wong and Rebecca Kheel The HillDonald Trump s election was as much a surprise to the defense world as it was to much of the nation. Here are five key things the Pentagon can expect from Trump. 1. Rising spendingTrump has called for a much bigger military and some experts think he could increase defense spending by 20 percent, from $583 billion in 2017 to nearly $700 billion.While that may sound like a lot, it is in line with what the Obama administration projected for 2012 before the Pentagon was hit with sequestration   mandatory budget caps imposed by the 2011 Budget Control Act.Trump has called for increasing the size of the active duty Army from 475,000 to 540,000 troops, and the Marine Corps from 24 to 36 battalions. He wants to build a 350-ship Navy, have 1,200 fighter aircraft in the Air Force and increase missile defense.Trump has pledged to lift limits on spending from the 2011 budget bill, something that would require action by Congress and could be difficult. The limits are in place until 2021.The Congress is controlled by the GOP, but not all Republicans are in favor of more military spending.Increasing defense spending could also increase the deficit, something Trump and the GOP are loathe to do. He separately wants to cut taxes, including for the wealthy, would could add to deficit concerns.2. Targeting ISISTrump has said he would  aggressively pursue  military operations to  crush and destroy  the Islamic State in Iraq and Syria, but what that would entail is far from clear.By the time Trump takes office on Jan. 20, offensives to retake ISIS s strongholds in both countries will be underway, but the terrorist group is expected to continue waging an insurgency in both places even if they fall.Trump would likely seek cooperation with Russia in Syria to defeat ISIS, but it s not clear what that would mean. Russia began an air campaign there in September 2015, but has been hitting anti-regime rebels supported by the U.S., as well as civilians.Trump has also called for international cooperation to cut off ISIS s funding, expanding intelligence sharing, and cyberwarfare to disrupt its propaganda and recruiting. Trump has said he would also  decimate  Al Qaeda.3. Syria and AfghanistanNearly 500,000 people have been killed and 11 million displaced by the Syrian war, an intractable problem for President Obama.Trump has suggested that Syria President Bashar al-Assad is better than the  alternative,  which would be the coalition of anti-regime rebels that include U.S.-backed moderates as well as extremists. At the same time, Trump has said he would build safe zones in Syria, in order to stop the flow of refugees into Europe.Those two goals are somewhat contradictory, as Syria and Russia have a broad definition of  terrorists  and have been hitting those civilians the safe zones would protect. U.S. defense officials and experts say implementing safe zones would mean war with Syria, and possibly Russia.Trump s future policy in Afghanistan, where the U.S. has 9,800 troops, is also unclear.Before his bid for presidency, he had called for withdrawing troops, and criticized efforts to nation-build in the country. He reiterated that sentiment earlier this year, saying at a rally in August that he would end  the era of nation building. However, with the Taliban making a comeback, and al Qaeda and ISIS militants also trying to build safe havens, there will be pressure for Trump to maintain U.S. troops in Afghanistan.4. Closer ties with Russia?U.S. relations with Russia could improve under Trump.Trump has said he could meet with Russian President Vladimir Putin before he takes office in January, and repeatedly complimented him during the campaign.His statements on Russia s invasion of the Ukraine territory in Crimea and his refusal to blame Russia for cyber hacks against U.S. political institutions has unnerved people in both parties.It s possible Trump won t change policy toward Russia.Vice President-elect Indiana Gov. Mike Pence (R) took a much harder line against Russia during the campaign, suggesting during the vice presidential debate that the U.S. Could take military action against Russia in Syria.Trump will likely face staunch opposition to cozier relations from Congress from key Republicans such as Sen. John McCain (Ariz.).Senate Foreign Relations Committee Chairman Bob Corker (R-Tenn.), whose name has been floated for secretary of State under Trump, has been highly critical of Russia s role in Syria.Some experts say although Trump may seek to actively engage Russia, cooperation would likely be based on what s mutually beneficial. He is a deal maker so he s going to want things in return for giving Russia what it is seeking,  said Paul Schwartz, defense analyst at the Center for Strategic and International Studies.Trump s win also puts the future of the 67-year-old NATO alliance in question at a time when lawmakers are working on bulking up the eastern flank to deter an increasingly aggressive Russia and finding ways to combat hybrid warfare, cyber attacks and terrorism.Trump called NATO obsolete multiple times over the course of the campaign, saying it should do more to fight terrorism. Trump also said he would look at whether NATO allies have  fulfilled their obligations to us  before deciding whether to defend them if they are attacked.Just five of 28 members meet the goal of spending 2 percent of their gross domestic product on defense: the United States, the United Kingdom, Greece, Estonia and Poland.Michael O Hanlon, a senior fellow at the Brookings Institution, said there are a few paths Trump could take to fulfill his campaign promise.In one scenario, Trump could immediately pull out of commitments to defend countries that aren t meeting their 2 percent obligations.Trump could also make deals with such countries that give them a few years to meet the goal.5. Guantanamo staysWith President Obama unlikely to fulfill his pledge to close the Guantanamo Bay detention facility by Jan. 20, Trump will inherit the facility and almost certainly keep it open Continue this story at The HillREAD MORE ELECTION NEWS AT: 21st Century Wire 2016 Files"
FN,11130,1,0,0.027575731205992868,"Do you agree with Switzerland s decision? Should America follow suit with European countries who are saying  no  to the burqa?Women who wear burqas and full face veils in public in a Swiss state could be fined up to $9000 under new rules imposed after a local referendum.Females muslims will be banned from wearing the burqa in shops, restaurants or public buildings in the Italian-speaking canton of Ticino.The local government in the southern Swiss state approved the ban after a referendum in September 2013 saw two in three voters backing the move.According to the Local, the Ticino government had wanted to ban burqas and niqabs as well as masks worn by demonstrators and balaclavas. Via: 911 "
FN,8777,1,0,0.028438141242639797,Weapons stolen from National Guard Armory in New Albany still missing #Gunsense http://t.co/lKNU8902JE
FN,8518,1,0,0.03337608041039086,I don't get waves of missing you anymore... They're more like tsunami tides in my eyes
FN,1172,1,0,0.03603061531843618,Detonate (feat. M.O.P.) by Apollo Brown http://t.co/h9FSIaxv3Q
