Unnamed: 0.1,Unnamed: 0,text,label
6509,6509," WASHINGTON (Reuters) - U.S. intelligence agencies obtained what they considered to be conclusive evidence after the November election that Russia provided hacked material from the Democratic National Committee to WikiLeaks through a third party, three U.S. officials said on Wednesday.  U.S. officials had concluded months earlier that Russian intelligence agencies had directed the hacking, but had been less certain that they could prove Russia also had controlled the release of information damaging to Democratic presidential candidate Hillary Clinton.  REUTERS RECOMMENDS:   Amazon, Forever 21 kick the tires at American Apparel Child monks in the Indian Himalayas  The timing of the additional intelligence is important because U.S. President Barack Obama has faced criticism from his own party over why it took his administration months to respond to the cyber attack. U.S. Senate and House leaders, including prominent Republicans, have also called for an inquiry.  At the same time, President-elect Donald Trump has questioned the U.S. intelligence community’s conclusion that Russia tried to help his candidacy and hurt Clinton’s. Russia has denied the hacking allegations.  A U.S. intelligence report on the hacking was scheduled to be presented to Obama on Thursday and to Trump on Friday, though its contents were still under discussion on Wednesday, officials said.    They said the post-election intelligence gave the Obama administration greater certainty about the full role of the Russian government in the hacking and leaks of documents than it had on Oct. 7, when the U.S. intelligence agencies had said they were “confident” Russia orchestrated the hacking.  The additional intelligence also informed U.S. President Barack Obama’s decision to retaliate on Dec. 29 by expelling 35 suspected Russian spies and sanctioning two Russian spy agencies, four intelligence officers and three companies, a decision that capped four months of debate at the White House about how to respond, the officials said.  The officials declined to describe the intelligence obtained about the involvement of a third-party in passing on leaked material to WikiLeaks, saying they did not want to reveal how the U.S. government had obtained the information.  In an interview with Fox News, WikiLeaks founder Julian Assange said he did not receive emails stolen from the DNC and top Hillary Clinton aide John Podesta from “a state party.” Assange did not rule out the possibility that he got the material from a third party.     Trump on Wednesday sided with Assange and again questioned the U.S. intelligence community’s conclusion that Russia tried to help his candidacy and hurt Clinton’s.  Concern by U.S. officials over the hacking first spiked in August, when intelligence agencies concluded that Russian intelligence, with the direction of President Vladimir Putin, had been trying to disrupt and discredit the presidential and congressional elections.  Obama in August rejected recommendations from some of his advisors to disclose the Russian link and take some limited covert action as “a shot across Putin’s bow to knock it off,” one official with knowledge of the matter said.  Instead, Obama warned Putin privately, arguing that a similar private message to Chinese President Xi Jinping had reduced Chinese hacking into U.S. agencies and companies.  In October, Obama again declined to take action, arguing such a move could be seen as an effort to help Clinton and discredit Republican Trump, one that could stain a Clinton presidency, one official said.  Obama took public action on the issue only after Trump was elected and began disparaging the intelligence community’s reporting on the Russian hacking, another official said.  ",0
20502,20502,"LONDON (Reuters) - Britain could bring in tough new controls on immigration from the European Union without actually having to leave the bloc, former prime minister Tony Blair said on Sunday. Concerns over the impact of high levels of immigration on public services and housing were cited as a factor by many who voted to leave the EU in last year s referendum. Prime Minister Theresa May s Conservative government has said free movement of EU citizens coming to Britain must end. Many Brexit supporters blame Blair s government, which allowed citizens of former communist states to settle immediately in Britain despite a long transition period implemented by other EU countries, for a big influx of EU migrants from 2004.  There is no diversion possible from Brexit without addressing the grievances that gave rise to it. Paradoxically, we have to respect the referendum vote to change it,  Blair, who has said Brexit can and should be stopped, wrote in the Sunday Times newspaper.  We can curtail the things that people feel are damaging about European immigration, both by domestic policy change and by agreeing change within Europe to the freedom of movement principle,  added Blair, who led a Labour government for a decade from 1997. Asked about Blair s proposals, defense minister Michael Fallon said the government had to get on with delivering Brexit.  The country has taken its decision, we are leaving the European Union now and that means freedom of movement has to end ... there have got to be restrictions on those coming here,  he told BBC Television. A leaked government document last week said Britain was considering measures to restrict immigration for all but the highest-skilled EU workers, plans some companies called alarming. A paper published on Sunday by Blair s Institute for Global Change said the government could take steps including registering EU migrants when they arrive to keep track of whether they meet EU rules about finding work. EU migrants could also be forced to show evidence of a job offer before being allowed to enter Britain, and those without permission to reside could be banned from renting, opening a bank account or accessing welfare benefits, it said. The paper also proposes seeking an  emergency brake  to implement temporary controls on migration when services are stretched   a strengthened version of a deal offered to former Prime Minister David Cameron ahead of the referendum. ",0
75659,75659,im praying for all of my friends down in the Caribbean who have no where else to go and are forced to ride through the hurricane. be strong https://twitter.com/ttrogdon/status/905205124699750401¬†‚Ä¶,0
72525,72525,To all my Texas streamers: PLEASE be safe if the hurricane comes to you! I‚Äôd hate to lose...family...don‚Äôt be a hero. Take shelter. pic.twitter.com/jDPPdMTHwN,0
7277,7277,"WASHINGTON (Reuters) - U.S. President-elect Donald Trump recently announced the first major appointments to his administration but still has many positions to fill ahead of his inauguration on Jan. 20. Trump announced on Sunday he will hire Republican National Committee Chairman Reince Priebus as White House chief of staff and named Stephen Bannon, former head of the conservative web site Breitbart News, as his chief strategist and senior counselor. The selection of Bannon drew sharp criticism from Democrats, who criticized Breitbart News’ ties to racist messages. Below are people mentioned as contenders for senior roles. * Bob Corker, Tennessee senator and chairman of the Senate Foreign Relations Committee * John Bolton, former U.S. ambassador to the United Nations under President George W. Bush * Newt Gingrich, Republican former U.S. House Speaker * Zalmay Khalilzad, former U.S. ambassador to Iraq * Rudy Giuliani, Republican former mayor of New York City * Steven Mnuchin, former Goldman Sachs executive and Trump’s campaign finance chairman     * Jeb Hensarling, Texas Republican congressman and chairman of the House Financial Services Committee * Jamie Dimon, JPMorgan Chase & Co chief executive officer * Tom Barrack, founder and chairman of Colony Capital Inc * Lieutenant General Michael Flynn, former director of the Defense Intelligence Agency  * Stephen Hadley, former national security adviser under President George W. Bush * Jon Kyl, former Republican senator from Arizona * Jeff Sessions, Republican senator from Alabama and early Trump supporter, member of the Senate Armed Services Committee * Kelly Ayotte, outgoing Republican senator from New Hampshire and member of the Senate Armed Services Committee * Duncan Hunter, Republican congressman from California and early Trump supporter, member of House Armed Services Committee * Jim Talent, former Republican senator from Missouri who was on the Senate Armed Services Committee  * Rudy Giuliani * Jeff Sessions, senior member of the Senate Judiciary Committee who takes a hard line on immigration * Chris Christie, Republican New Jersey governor * Pam Bondi, Republican Florida Attorney General  * Trey Gowdy, Republican congressman from South Carolina who headed the House committee that investigated the 2012 attacks on the U.S. mission in Benghazi, Libya * Ben Carson, former neurosurgeon and 2016 Republican presidential candidate * Newt Gingrich * Rich Bagger, former pharmaceutical executive and former top aide to New Jersey Governor Chris Christie * Bobby Jindal, former Louisiana governor  * Michael McCaul, U.S. Republican congressman from Texas and chairman of the House Homeland Security Committee * David Clarke, Milwaukee county sheriff and vocal Trump supporter  * Joe Arpaio, outgoing Maricopa County, Arizona, sheriff who campaigned for Trump  * Myron Ebell, a climate change skeptic at the libertarian Competitive Enterprise Institute who is overseeing environmental policy on Trump’s transition team * Robert Grady, venture capitalist, partner in private equity firm Gryphon Investors  * Leslie Rutledge, Arkansas attorney general * Carol Comer, commissioner of the Indiana Department of Environmental Management * Harold Hamm, Oklahoma oil and gas mogul, CEO of Continental Resources Inc * Larry Nichols, co-founder of Devon Energy Corp * James Connaughton, CEO of Nautilus Data Technologies and a former environmental adviser to President George W. Bush * U.S. Representative Kevin Cramer, of North Dakota * Robert Grady * Sarah Palin, Republican former Alaska governor who ran for vice president in 2008 * Jan Brewer, former Arizona governor * Forrest Lucas, founder of oil products company Lucas Oil * Harold Hamm * Robert Grady * Linda McMahon, former world Wrestling Entertainment executive and two-time Senate candidate * Lieutenant General Michael Flynn * Mike Rogers, Republican former representative from Michigan who chaired the House Intelligence Committee * Pete Hoekstra, Republican former representative from Michigan * Lieutenant General Michael Flynn * Stephen Hadley * Kelly Ayotte * Richard Grenell, former spokesman for the United States at the United Nations  * Peter King, Republican representative from New York * Dan DiMicco, former chief executive of steel producer Nucor Corp * Jeff Miller, retiring congressman from Florida and chairman of the Veterans Affairs committee ",0
4936,4936,"WASHINGTON (Reuters) - A key Republican lawmaker said on Wednesday he did not believe the Obama administration wiretapped Trump Tower during the 2016 election campaign, adding to pressure on FBI Director James Comey to provide evidence supporting or debunking Republican President Donald Trump’s claim. “We don’t have any evidence that that took place,” House of Representatives Intelligence Committee Chairman Devin Nunes told a news conference. “I don’t think there was an actual tap of Trump Tower.” Trump made the claim on Twitter on March 4 without providing evidence. Nunes’ congressional committee is one of at least four that have added the startling accusation to investigations of possible Russian meddling in the election campaign and Russian ties to Trump and his associates. James Clapper, the director of national intelligence under Obama, has said he knew of no warrant to wiretap Trump Tower. Nunes said if Trump’s tweets were taken literally, then “clearly the president was wrong.” With his statements, Nunes, who served on Trump’s transition team, joined other lawmakers, including some of his fellow Republicans, who have been skeptical about the president’s claim, and frustrated with what they see as federal law enforcement’s failure to provide them with information. The top Democrat on the House intelligence panel, Adam Schiff, said at the news conference with Nunes that Comey would be asked about wiretap evidence at a rare public hearing on Monday. “It deeply concerns me that the president would make such an accusation without basis,” Schiff said. U.S. intelligence agencies have concluded that Russia  conducted cyber attacks on Democrats in an effort to influence the 2016 U.S. election on Trump’s behalf. Russia has denied this. At the same time, Trump has been dogged by allegations that his associates had ties to Russian officials. Trump fired his national security adviser, Michael Flynn, last month after he failed to disclose contacts with Russia’s ambassador before Trump took office on Jan. 20.   Trump seemed to back away from his accusation of wiretapping in a Fox News interview on Wednesday, saying “wiretap covers a lot of different things.” Without providing details, the president added, “I think you’re going to find some very interesting items coming to the forefront over the next two weeks,” according to excerpts of the interview, which will air later on Wednesday. Schiff and Nunes said they sent a letter asking Comey, Rogers and CIA Director Mike Pompeo to provide by Friday information on leaks of classified information, including names of any Americans that might have been gathered. Schiff said he expected the Federal Bureau of Investigation to cooperate. The committee leaders said they were prepared to issue subpoenas if they did not. In Richmond, Virginia, Attorney General Jeff Sessions told reporters that he never gave Trump any reason to believe he was wiretapped by the previous administration, according to a transcript provided by CBS News. While White House spokesman Sean Spicer told reporters Trump “feels very comfortable” that information existed regarding surveillance conducted during 2016, a number of Trump’s fellow Republicans in Congress remained unconvinced. Spicer told reporters traveling on Air Force One on Wednesday that Trump had not meant wiretaps specifically. “He was very clear that he used the word ‘wiretap’ generally, he put it in quotes to mean that it counts for surveillance and all types of activity of that sort,” Spicer said. Republican Senator Lindsey Graham said he had no reason to believe a judge ever issued a warrant, which would have reflected there was probable cause that the Trump campaign was colluding with the Russians. If it is not true, he said, the FBI should confirm that. Graham and Democratic Senator Sheldon Whitehouse, the chairman and ranking member of the Senate Judiciary Committee’s subcommittee on crime and terrorism, asked Comey two weeks ago to provide information on Russian activities and the wiretapping by Wednesday.  Graham said on Wednesday that the FBI had responded that it would provide an answer to him and Whitehouse at a future classified briefing. “The bottom line is a lot of Americans are wondering what’s going on here,” Graham said at a subcommittee hearing, titled “The Modus Operandi and Toolbox of Russia and Other Autocracies for Undermining Democracies Throughout the World.” Whitehouse said he would prefer an unclassified briefing. Comey met on Wednesday with the Judiciary Committee chairman, Chuck Grassley, and its top Democrat, Dianne Feinstein. A law enforcement official said the meeting was an opportunity for the senators to ask Comey about subjects that concern them, expected to center on FBI investigations of Trump and associates’ Russia contacts, as well as the wiretap claim. ",0
53334,53334,RT @Stacy_Spencer: There is a Tornado warning. Service is canceled. Get to shelter and be safe. ¬´ praying for memphis.,0
79932,79932,"WTF? » No food, no FEMA: Hurricane Michael’s survivors are furious - The Daily Beast https://apple.news/APp4E5UMtQT2ULJVMPM0ovw …",0
71962,71962,"The aftermath of a hurricane is horrific. The heat/humidity is excruciating, no water/ice, no bathing, complete darkness, bugs, no warm food",0
30295,30295,"Someone, at some point in time, made the mistake of telling Ted Cruz that he s a funny impressionist. If you recall, Cruz previously regaled us with a totally not-funny re-enactment of the Miracle Max scene from The Princess Bride. Correction: Cruz nearly ruined that scene for all time. There s something especially repulsive about a squishy-faced right-wing zealot hamfistedly performing a scene from one of the most beloved comedies of our time.And now, he s trying to sully the memory of one of the most beloved presidents in modern history by doing another one of his   let s face it   really, really awkward, flopsweat inducing impressions.The second place contender for the Republican nomination appeared at a diner in Iowa the other day and unexpectedly broke into his impression of John F. Kennedy.And it sucked. Sucked, sucked, sucked, sucked.Not only that, but he insisted,  JFK would be tarred and feathered and thrown out of the modern Democratic Party.  Um, no. There s no justification for that, whatsoever. Once again, Ted Cruz is totally lying. In many ways, JFK is more liberal than our current Democratic president, and he s absolutely more liberal than the Democratic frontrunner, Hillary Clinton.Cruz continued,  You know, JFK said [in JFK voice],  Some men see things as they ahhh, and ask why. I see things that nevah wuhhh, and ask  Why not? STOP! For the love of all that is holy, can someone please tell Mr. Cruz to never, ever do that again? Ever? Along those lines, stop trying to be funny, conservatives. You can t do it without sounding like Lt. Hauk from Good Morning, Vietnam.The whole thing was made worse by the fact that Cruz was flanked by one of the most extreme Republicans in Congress, Steve King. Together, they form a Voltron of awfulness   both of whom routinely exploit the proud ignorance of their supporters. I can t even imagine the seismic disaster that would ve occurred if King had launched into a Reagan impression at the same time. Suddenly the fabric of space and time would ve collapsed and formed a singularity of unfunny that not even light could escape.Again, stop it, senator. Before you kill the universe.[youtube https://www.youtube.com/watch?v=Rj5KczUOAvA]Featured image via video screen grab.",1
